STOP_ID,STOP_NAME,anear_dist,ROADNAME,ABB,ANODE,BNODE,nnear_dist,NODE,relevancy,off_network
349n0055,154th / Paulina,14.5442886237,154TH ST,15023-15122-1,15023,15122,626.879727264,15122.0,77,0
349n0060,154th / Page,17.0684880826,154TH ST,15023-15122-1,15023,15122,381.767784865,15023.0,77,0
349n0065,154th / Wood,17.2981846083,154TH ST,15023-15122-1,15023,15122,97.3496223436,15023.0,77,0
349n0070,Wood / 153rd,16.7855452444,WOOD ST,15023-15024-1,15023,15024,627.726211188,15023.0,73,0
349n0075,Wood / 152nd,21.3117342716,WOOD ST,15023-15024-1,15023,15024,1284.04106022,15023.0,73,0
349n0080,Wood / 151st,26.4611421755,WOOD ST,15023-15024-1,15023,15024,708.401848936,15024.0,82,0
349n0085,Wood / 150th,24.3686540817,WOOD ST,15023-15024-1,15023,15024,67.0159046907,15024.0,73,0
349n0090,Wood / 149th,19.3888806909,WOOD ST,15024-15015-1,15024,15015,617.098444701,15024.0,73,0
349n0095,Wood / 148th,16.426584437,WOOD ST,15024-15015-1,15024,15015,709.31518917,15015.0,73,0
349n0100,Wood / 147th,10.9594531705,IL 83 / SIBLEY BLVD,14785-15015-1,14785,15015,150.335830304,15015.0,15,0
349n0105,147th / Honore,15.2147736462,IL 83 / SIBLEY BLVD,14785-15015-1,14785,15015,285.614723244,15015.0,14,0
349n0110,147th / Lincoln,13.5302839545,IL 83 / SIBLEY BLVD,14785-15015-1,14785,15015,627.349464283,15015.0,27,0
349n0115,147th / Winchester,17.0579216231,IL 83 / SIBLEY BLVD,14785-15015-1,14785,15015,955.883334012,15015.0,24,0
349n0120,147th / Robey,21.987715478,IL 83 / SIBLEY BLVD,14785-15015-1,14785,15015,1264.38349628,15015.0,29,0
349n0125,147th / Seeley,19.1438004893,IL 83 / SIBLEY BLVD,14785-15015-1,14785,15015,1609.27783308,15015.0,34,0
349n0130,147th / Hoyne,17.1134941959,IL 83 / SIBLEY BLVD,14785-15015-1,14785,15015,1827.74833405,14785.0,14,0
349n0135,147th / Cooper,26.896608094,IL 83 / SIBLEY BLVD,14785-15015-1,14785,15015,1486.54625545,14785.0,14,0
349n0140,147th / Leavitt,23.9415757272,IL 83 / SIBLEY BLVD,14785-15015-1,14785,15015,1149.72900773,14785.0,27,0
349n0145,147th / Vail,30.5833726473,IL 83 / SIBLEY BLVD,14785-15015-1,14785,15015,770.641722018,14785.0,30,0
349n0150,147th / Oakley,26.3369477058,IL 83 / SIBLEY BLVD,14785-15015-1,14785,15015,500.185973379,14785.0,28,0
349n0155,147th / Dixie,67.8440212171,IL 83 / SIBLEY BLVD,14785-15015-1,14785,15015,94.4930086538,14785.0,36,0
349n0160,Western / Joliet,27.3589194221,WESTERN AVE,14785-14710-1,14785,14710,293.694627161,14785.0,78,0
349n0165,Western / 145th,1.40144730334,WESTERN AVE,14785-14710-1,14785,14710,1244.58159246,14785.0,78,0
349n0170,Western / Walter Zimny,2.50010622785,WESTERN AVE,14785-14710-1,14785,14710,1751.87266537,14785.0,78,0
349n0175,Western / Norris,18.0372558687,WESTERN AVE,14785-14710-1,14785,14710,2285.72243296,14785.0,78,0
349n0180,Western / 143rd/145th,20.9385246998,WESTERN AVE,14785-14710-1,14785,14710,2637.10590077,14785.0,78,0
349n0185,Western / 144th Pl.,22.9159134944,WESTERN AVE,14785-14710-1,14785,14710,3028.95762233,14785.0,78,0
349n0190,Western / 144th St.,21.9696612643,WESTERN AVE,14785-14710-1,14785,14710,3370.82246785,14785.0,78,0
349n0195,Western / Spaulding,18.8571341809,WESTERN AVE,14785-14710-1,14785,14710,3241.94436645,14710.0,78,0
349n0200,Western / 141st,17.7297851726,WESTERN AVE,14785-14710-1,14785,14710,2741.42319228,14710.0,78,0
349n0205,Western / 142nd / Colonial Estates,26.5234066693,WESTERN AVE,14785-14710-1,14785,14710,2067.09106827,14710.0,78,0
349n0210,Western / Smith Mobile Homes,22.1882920246,WESTERN AVE,14785-14710-1,14785,14710,1383.08609808,14710.0,78,0
349n0215,Western / 140th / Modern Estates,20.2309475109,WESTERN AVE,14785-14710-1,14785,14710,1104.51227838,14710.0,78,0
349n0220,Western / 139th Pl.,24.7422048967,WESTERN AVE,14785-14710-1,14785,14710,354.445360621,14710.0,78,0
349n0225,Western / 139th St.,25.9776239427,WESTERN AVE,14785-14710-1,14785,14710,89.348777408,14710.0,78,0
349n0230,Western / 138th,25.5512853476,WESTERN AVE,14694-14710-1,14694,14710,492.316657884,14710.0,78,0
349n0235,Western / Pace Shelter,23.0213046718,WESTERN AVE,14694-14710-1,14694,14710,444.429215438,14694.0,78,0
349n0240,Western / 136th,20.6571160386,WESTERN AVE,14694-14710-1,14694,14710,62.9866424412,14694.0,78,0
349n0245,Western / 135th Pl.,47.2418141622,WESTERN AVE,14694-14707-1,14694,14707,566.811174767,14694.0,78,0
349n0250,Western / 135th St / Des Plaines,59.6286772067,WESTERN AVE,14694-14707-1,14694,14707,879.102024572,14694.0,78,0
349n0255,Western / Broadway / Mid- Bridge,43.5008867927,WESTERN AVE,14694-14707-1,14694,14707,1441.96601344,14707.0,78,0
349n0260,Gregory / York,33.7418481323,GREGORY ST,14707-14725-1,14707,14725,1140.88923706,14707.0,82,0
349n0265,Gregory / Union,27.9593021383,GREGORY ST,14707-14725-1,14707,14725,1361.86219617,14725.0,82,0
349n0270,Gregory / Walnut,40.3936404415,GREGORY ST,14707-14725-1,14707,14725,968.20362732,14725.0,82,0
349n0275,Gregory / Prairie,46.8250637541,GREGORY ST,14707-14725-1,14707,14725,390.553255159,14725.0,82,0
349n0280,Gregory / 127th,28.7864378573,127TH ST,14725-14682-1,14725,14682,264.64222738,14725.0,77,0
349n0285,127th / Western,31.5104000166,127TH ST,14725-14682-1,14725,14682,69.7318945782,14682.0,77,0
349n0290,Western / Vernon,29.4427499897,WESTERN AVE,14676-14682-1,14676,14682,689.805743563,14682.0,80,0
349n0295,Western / Florence,25.8558964034,WESTERN AVE,14676-14682-1,14676,14682,1063.33856037,14682.0,78,0
349n0300,Western / Collins,27.300808738,WESTERN AVE,14676-14682-1,14676,14682,1195.77376404,14676.0,78,0
349n0305,Western / Orchard,27.9434097027,WESTERN AVE,14676-14682-1,14676,14682,866.082238904,14676.0,78,0
349n0310,Western / Krueger,28.6158318116,WESTERN AVE,14676-14682-1,14676,14682,657.722449743,14676.0,78,0
349n0315,Western / 123rd,30.206544077,WESTERN AVE,14677-14676-1,14677,14676,82.8123808356,14676.0,78,0
349n0320,Western / 122nd,22.9439549858,WESTERN AVE,14677-14676-1,14677,14676,627.763486194,14676.0,78,0
349n0325,Western / 121st,29.4114239851,WESTERN AVE,14677-14676-1,14677,14676,1287.13190001,14676.0,78,0
349n0330,Western / 120th,27.8990159836,WESTERN AVE,14677-14676-1,14677,14676,738.466315523,14677.0,78,0
349n0335,Western / 119th,39.6727668576,WESTERN AVE,14669-14677-1,14669,14677,115.995888297,14677.0,78,0
349n0340,Western / 118th,30.8490783598,WESTERN AVE,14669-14677-1,14669,14677,569.979368847,14677.0,78,0
349n0345,Western / 117th,37.4951411059,WESTERN AVE,14669-14677-1,14669,14677,1319.93663645,14677.0,78,0
349n0350,Western / 116th,40.0711584744,WESTERN AVE,14669-14677-1,14669,14677,632.05827156,14669.0,78,0
349n0355,Western / 115th,38.0011419623,WESTERN AVE,14669-14677-1,14669,14677,93.5487183398,14669.0,78,0
349n0360,Western / 114th,36.8646756468,WESTERN AVE,14661-14669-1,14661,14669,517.753508313,14669.0,78,0
349n0365,Western / 113th,32.4157958586,WESTERN AVE,14661-14669-1,14661,14669,1323.5605471,14661.0,78,0
349n0370,Western / 112th,35.1824039207,WESTERN AVE,14661-14669-1,14661,14669,767.752820837,14661.0,78,0
349n0375,Western / 111th,35.125185464,WESTERN AVE,14661-14669-1,14661,14669,85.1907578345,14661.0,78,0
349n0380,Western / 110th,22.4649522339,WESTERN AVE,14656-14661-1,14656,14661,734.449016806,14661.0,78,0
349n0385,Western / 109th,35.4094717208,WESTERN AVE,14656-14661-1,14656,14661,1254.37775144,14661.0,78,0
349n0390,Western / 108th,37.2265812198,WESTERN AVE,14656-14661-1,14656,14661,703.316555945,14656.0,78,0
349n0395,Western / 107th,37.3174650215,WESTERN AVE,14656-14661-1,14656,14661,81.3161228277,14656.0,78,0
349n0400,Western / 106th,35.2957206981,WESTERN AVE,14651-14656-1,14651,14656,596.850672936,14656.0,78,0
349n0405,Western / 105th,38.247796095,WESTERN AVE,14651-14656-1,14651,14656,1263.0693299,14656.0,78,0
349n0410,Western / 104th,39.672555818,WESTERN AVE,14651-14656-1,14651,14656,716.714016202,14651.0,78,0
349n0415,Western / 103rd,38.1868572303,WESTERN AVE,14651-14656-1,14651,14656,75.8175255456,14651.0,78,0
349n0420,Western / 102nd,33.124153506,WESTERN AVE,14651-14646-1,14651,14646,625.510211312,14651.0,78,0
349n0425,Western / 101st,37.1059302263,WESTERN AVE,14651-14646-1,14651,14646,1260.49524195,14651.0,78,0
349n0430,Western / 100th,33.0453237634,WESTERN AVE,14651-14646-1,14651,14646,711.448856946,14646.0,78,0
349n0435,Western / 99th,35.7688134034,WESTERN AVE,14651-14646-1,14651,14646,74.5661752922,14646.0,78,0
349n0440,Western / 98th,37.0092832821,WESTERN AVE,14646-14644-1,14646,14644,624.294577556,14646.0,78,0
349n0445,Western / 97th,34.0730897263,WESTERN AVE,14646-14644-1,14646,14644,1285.95498977,14646.0,78,0
349n0450,Western / 96th,31.0628851401,WESTERN AVE,14646-14644-1,14646,14644,738.231979246,14644.0,78,0
349n0455,Western / 95th,23.1423723375,WESTERN AVE,14640-14644-1,14640,14644,97.1875087951,14644.0,78,0
349n0475,Western / 91st,14.7754533659,WESTERN AVE,14640-14644-1,14640,14644,76.0993372879,14640.0,78,0
349n0495,Western / 87th,22.2627146135,WESTERN AVE,14640-14637-1,14640,14637,126.682292355,14637.0,78,0
349n0515,Western / 83rd,28.5599984006,WESTERN AVE,14633-14638-1,14633,14638,80.5208509741,14638.0,78,0
349n0540,Western / 79th / CTA Terminal,91.8741140322,WESTERN AVE,14626-14633-1,14626,14633,210.897702147,14633.0,78,0
349n0545,Old Western / Broadway,57.797359195,BROADWAY ST,14516-14779-1,14516,14779,1537.35744824,14779.0,84,0
349n0550,Broadway / Packard,15.5720795939,BROADWAY ST,14516-14779-1,14516,14779,1268.3076064,14779.0,84,0
349n0555,Packard / Des Plaines,136.703646961,WESTERN AVE,14694-14707-1,14694,14707,1097.43134672,14694.0,27,0
349s0030,Western / 83rd,38.284895999,WESTERN AVE,14633-14638-1,14633,14638,71.8178414809,14638.0,78,0
349s0050,Western / 87th,41.9186050755,WESTERN AVE,14638-14637-1,14638,14637,91.7947611989,14637.0,78,0
349s0070,Western / 91st,54.087627129,WESTERN AVE,14640-14637-1,14640,14637,80.8295052643,14640.0,78,0
349s0087,Western / 95th (NW),38.0621055877,WESTERN AVE,14640-14644-1,14640,14644,222.087320655,14644.0,78,0
349s0090,Western / 95th (SW),35.1870546915,WESTERN AVE,14646-14644-1,14646,14644,247.568757077,14644.0,78,0
349s0095,Western / 96th,33.7441205339,WESTERN AVE,14646-14644-1,14646,14644,786.407651635,14644.0,78,0
349s0100,Western / 97th,25.4247143574,WESTERN AVE,14646-14644-1,14646,14644,1307.96882288,14646.0,78,0
349s0105,Western / 98th,32.8379347626,WESTERN AVE,14646-14644-1,14646,14644,736.468629677,14646.0,78,0
349s0110,Western / 99th,27.3769851551,WESTERN AVE,14646-14644-1,14646,14644,62.8310637631,14646.0,78,0
349s0115,Western / 100th,23.8209923302,WESTERN AVE,14651-14646-1,14651,14646,613.718867756,14646.0,78,0
349s0120,Western / 101st,24.918324935,WESTERN AVE,14651-14646-1,14651,14646,1278.58884808,14646.0,78,0
349s0125,Western / 102nd,18.8690568858,WESTERN AVE,14651-14646-1,14651,14646,699.426953643,14651.0,78,0
349s0130,Western / 103rd,24.3733771839,WESTERN AVE,14651-14646-1,14651,14646,66.2421057181,14651.0,78,0
349s0135,Western / 104th,25.5251926603,WESTERN AVE,14651-14656-1,14651,14656,629.310613403,14651.0,78,0
349s0140,Western / 105th,25.4892227135,WESTERN AVE,14651-14656-1,14651,14656,1292.33997488,14651.0,78,0
349s0145,Western / 106th,28.3879063114,WESTERN AVE,14651-14656-1,14651,14656,709.457101237,14656.0,78,0
349s0150,Western / 107th,24.3550098334,WESTERN AVE,14651-14656-1,14651,14656,41.8187412028,14656.0,78,0
349s0155,Western / 108th,28.0806478816,WESTERN AVE,14656-14661-1,14656,14661,631.414952958,14656.0,78,0
349s0160,Western / 109th,19.278112668,WESTERN AVE,14656-14661-1,14656,14661,1306.7522737,14656.0,78,0
349s0165,Western / 110th,21.0023764092,WESTERN AVE,14656-14661-1,14656,14661,692.107569466,14661.0,78,0
349s0170,Western / 111th,11.0046217616,WESTERN AVE,14656-14661-1,14656,14661,33.1479501771,14661.0,78,0
349s0175,Western / 112th,18.7932797318,WESTERN AVE,14661-14669-1,14661,14669,690.764820452,14661.0,78,0
349s0180,Western / 113th,26.6815131807,WESTERN AVE,14661-14669-1,14661,14669,1288.26956421,14661.0,78,0
349s0185,Western / 114th,24.2731599463,WESTERN AVE,14661-14669-1,14661,14669,698.042606194,14669.0,78,0
349s0190,Western / 115th,21.8919824972,WESTERN AVE,14661-14669-1,14661,14669,85.2354840511,14669.0,78,0
349s0195,Western / 116th,23.0152212791,WESTERN AVE,14669-14677-1,14669,14677,603.243668771,14669.0,78,0
349s0200,Western / 117th,24.9564745813,WESTERN AVE,14669-14677-1,14669,14677,1275.33384941,14669.0,78,0
349s0205,Western / 118th,20.0991531679,WESTERN AVE,14669-14677-1,14669,14677,719.460576089,14677.0,78,0
349s0210,Western / 119th,22.0011532097,WESTERN AVE,14677-14676-1,14677,14676,218.011459096,14677.0,78,0
349s0215,Western / 120th,20.5609723588,WESTERN AVE,14677-14676-1,14677,14676,617.357734248,14677.0,78,0
349s0220,Western / 121st,16.8680212926,WESTERN AVE,14677-14676-1,14677,14676,1261.46732787,14677.0,78,0
349s0225,Western / 122nd,18.7106879812,WESTERN AVE,14677-14676-1,14677,14676,747.737623235,14676.0,78,0
349s0230,Western / 123rd,16.3106097025,WESTERN AVE,14677-14676-1,14677,14676,94.7838610373,14676.0,78,0
349s0235,Western / Grunewald,10.2289720403,WESTERN AVE,14676-14682-1,14676,14682,253.068404794,14676.0,78,0
349s0240,Western / Orchard,13.8394907787,WESTERN AVE,14676-14682-1,14676,14682,574.758827641,14676.0,78,0
349s0245,Western / Collins,18.9523036679,WESTERN AVE,14676-14682-1,14676,14682,913.639556837,14676.0,78,0
349s0250,Western / Cochran,13.9702469528,WESTERN AVE,14676-14682-1,14676,14682,1241.80809265,14676.0,78,0
349s0255,Western / Lewis,16.8283453423,WESTERN AVE,14676-14682-1,14676,14682,1035.39683944,14682.0,78,0
349s0260,Western / Birdsall,22.3507519282,WESTERN AVE,14676-14682-1,14676,14682,710.03671727,14682.0,78,0
349s0265,Western / 127th,25.0448522861,WESTERN AVE,14676-14682-1,14676,14682,373.911138709,14682.0,78,0
349s0270,Western / Prairie,8.51937764837,WESTERN AVE,14682-14695-1,14682,14695,292.379981312,14682.0,78,0
349s0275,Western / Oak,3.35872980911,WESTERN AVE,14682-14695-1,14682,14695,634.951196831,14682.0,82,0
349s0280,Western / Walnut,2.00060900078,WESTERN AVE,14682-14695-1,14682,14695,946.050102997,14682.0,78,0
349s0285,Western / Union,13.3938233862,WESTERN AVE,14682-14695-1,14682,14695,1236.36202974,14695.0,78,0
349s0290,Western / High,5.81666352517,WESTERN AVE,14682-14695-1,14682,14695,974.244069518,14695.0,78,0
349s0295,Western / York,6.96266038292,WESTERN AVE,14682-14695-1,14682,14695,677.357097791,14695.0,78,0
349s0300,Western / New,1.34473159078,WESTERN AVE,14682-14695-1,14682,14695,372.636906659,14695.0,82,0
349s0304,Western/Vermont (NW),19.0294020379,WESTERN AVE,14682-14695-1,14682,14695,45.7360675094,14695.0,78,0
349s0305,Western / Vermont,11.4227963279,WESTERN AVE,14695-14707-1,14695,14707,53.835028146,14695.0,78,0
349s0310,Western / Broadway / Mid- Bridge,4.47977300912,WESTERN AVE,14694-14707-1,14694,14707,1433.33029899,14707.0,78,0
349s0315,Western / 135th St. / Des Plaines,4.55062283072,WESTERN AVE,14694-14707-1,14694,14707,887.173820998,14694.0,78,0
349s0320,Western / 135th Pl.,10.4433765184,WESTERN AVE,14694-14707-1,14694,14707,670.659945326,14694.0,78,0
349s0325,Western / 136th,16.7389103476,WESTERN AVE,14694-14707-1,14694,14707,28.9045204139,14694.0,78,0
349s0330,Western / Pace Shelter,21.2401754136,WESTERN AVE,14694-14710-1,14694,14710,430.158656817,14694.0,78,0
349s0335,Western / 138th,21.5201166367,WESTERN AVE,14694-14710-1,14694,14710,537.896775534,14710.0,78,0
349s0340,Western / 139th St.,20.4849310518,WESTERN AVE,14694-14710-1,14694,14710,77.468156652,14710.0,78,0
349s0345,Western / 139th Pl.,16.7740466547,WESTERN AVE,14785-14710-1,14785,14710,276.273792517,14710.0,78,0
349s0350,Western / 140th / Modern Estates,19.9468181718,WESTERN AVE,14785-14710-1,14785,14710,1133.33663958,14710.0,78,0
349s0355,Western / Smith Mobile Homes,14.8137454071,WESTERN AVE,14785-14710-1,14785,14710,1469.51437558,14710.0,78,0
349s0360,Western / 142nd / Colonial Estates,9.98298271104,WESTERN AVE,14785-14710-1,14785,14710,1974.15249177,14710.0,78,0
349s0365,Western / 141st,13.7883440258,WESTERN AVE,14785-14710-1,14785,14710,2651.4218118,14710.0,78,0
349s0370,Western / Spaulding,15.2890163512,WESTERN AVE,14785-14710-1,14785,14710,3140.65847009,14710.0,78,0
349s0375,Western / 144th St.,16.2531938975,WESTERN AVE,14785-14710-1,14785,14710,3307.00869719,14710.0,78,0
349s0380,Western / 144th Pl.,16.8332869172,WESTERN AVE,14785-14710-1,14785,14710,3128.05113806,14785.0,78,0
349s0385,Western / 143rd / 145th,18.7582005843,WESTERN AVE,14785-14710-1,14785,14710,2786.69477237,14785.0,78,0
349s0390,Western / Norris,17.5847803488,WESTERN AVE,14785-14710-1,14785,14710,2362.83661105,14785.0,78,0
349s0395,Western / Walter Zimny,18.2637647391,WESTERN AVE,14785-14710-1,14785,14710,1860.34036716,14785.0,78,0
349s0400,Western / 145th,20.1475735013,WESTERN AVE,14785-14710-1,14785,14710,1178.55677553,14785.0,78,0
349s0405,Western / Joliet,14.1550761526,WESTERN AVE,14785-14710-1,14785,14710,358.24646509,14785.0,78,0
349s0410,Dixie / 147th,28.1587791882,IL 83 / SIBLEY BLVD,14785-15015-1,14785,15015,229.570873579,14785.0,36,0
349s0415,147th / Oakley,25.8884142621,IL 83 / SIBLEY BLVD,14785-15015-1,14785,15015,388.784439168,14785.0,28,0
349s0420,147th / Vail,22.7709504442,IL 83 / SIBLEY BLVD,14785-15015-1,14785,15015,736.663066401,14785.0,30,0
349s0425,147th / Leavitt,19.9062597875,IL 83 / SIBLEY BLVD,14785-15015-1,14785,15015,1068.45335281,14785.0,27,0
349s0430,147th / Cooper,19.12288012,IL 83 / SIBLEY BLVD,14785-15015-1,14785,15015,1396.75174043,14785.0,14,0
349s0435,147th / Hoyne,22.6596436294,IL 83 / SIBLEY BLVD,14785-15015-1,14785,15015,1744.90006532,14785.0,14,0
349s0440,147th / Seeley,13.9324345542,IL 83 / SIBLEY BLVD,14785-15015-1,14785,15015,1709.95209601,15015.0,34,0
349s0445,147th / Robey,17.5267822095,IL 83 / SIBLEY BLVD,14785-15015-1,14785,15015,1389.62605042,15015.0,29,0
349s0450,147th / Winchester,19.6184219192,IL 83 / SIBLEY BLVD,14785-15015-1,14785,15015,1052.5613608,15015.0,24,0
349s0455,147th / Lincoln,23.821184062,IL 83 / SIBLEY BLVD,14785-15015-1,14785,15015,716.589050197,15015.0,27,0
349s0460,147th / Honore,25.0917616816,IL 83 / SIBLEY BLVD,14785-15015-1,14785,15015,390.66484147,15015.0,14,0
349s0465,147th / Wood,29.8064858031,IL 83 / SIBLEY BLVD,14785-15015-1,14785,15015,92.4314873539,15015.0,15,0
349s0470,Wood / 148th,16.7208858,WOOD ST,15024-15015-1,15024,15015,631.668596074,15015.0,73,0
349s0475,Wood / 149th,13.6820294662,WOOD ST,15024-15015-1,15024,15015,689.396548758,15024.0,73,0
349s0480,Wood / 150th,6.70159708484,WOOD ST,15024-15015-1,15024,15015,73.8411577777,15024.0,73,0
349s0485,Wood / 151st,4.59129442761,WOOD ST,15023-15024-1,15023,15024,626.71115782,15024.0,82,0
349s0490,Wood / 152nd,6.18032909176,WOOD ST,15023-15024-1,15023,15024,1289.39237069,15024.0,73,0
349s0495,Wood / 153rd,8.15590960975,WOOD ST,15023-15024-1,15023,15024,694.896598765,15023.0,73,0
349s0500,Wood / 154th,11.2881879564,154TH ST,15023-15122-1,15023,15122,138.80872681,15023.0,77,0
349s0505,154th / Page,14.3733738435,154TH ST,15023-15122-1,15023,15122,289.168105154,15023.0,77,0
349s0510,154th / Paulina,18.1832497538,154TH ST,15023-15122-1,15023,15122,627.818191923,15023.0,77,0
349s0515,154th / Marshfield,9.82561978913,154TH ST,15023-15122-1,15023,15122,369.130714504,15122.0,77,0
349s0520,154th / Ashland,18.2376604923,154TH ST,15023-15122-1,15023,15122,31.593121035,15122.0,77,0
349s0525,154th / Vine,19.829550988,154TH ST,15122-15343-1,15122,15343,420.013511987,15122.0,77,0
349s0530,154th / Myrtle,15.970866568,154TH ST,15122-15343-1,15122,15343,858.336493043,15122.0,77,0
349s0535,154th / Loomis,20.6517653491,154TH ST,15122-15343-1,15122,15343,1300.69856581,15122.0,77,0
349s0540,154th / Lexington,20.4771328411,154TH ST,15122-15343-1,15122,15343,924.277956343,15343.0,77,0
349s0545,154th / Turlington,18.3917076016,154TH ST,15122-15343-1,15122,15343,476.468568343,15343.0,77,0
349s0550,154th / Center,3.27193856915,154TH ST,15122-15343-1,15122,15343,38.4114724666,15343.0,77,0
349s0555,154th / Broadway,13.4282593533,154TH ST,15343-19841-1,15343,19841,390.763398047,19841.0,77,0
349s0565,135th / Old Western,106.813092269,WESTERN AVE,14694-14707-1,14694,14707,1076.93051685,14694.0,78,0
350e0010,Park / 153rd,49.9207673212,PARK AVE,15451-19841-1,15451,19841,691.284991821,19841.0,67,0
350e0015,Park / 152nd / Morgan,24.2753259649,PARK AVE,15451-19841-1,15451,19841,94.0835326366,15451.0,67,0
350e0025,Morgan / 150th,20.9120740645,MORGAN ST,15452-15441-1,15452,15441,68.2606930494,15452.0,80,0
350e0030,Morgan / 149th / Halsted,29.314665752,MORGAN ST,15452-15441-1,15452,15441,110.896287698,15441.0,80,0
350e0035,Halsted / 148th,21.7450698009,IL 1 / HALSTED ST,15442-15441-1,15442,15441,592.076059966,15441.0,71,0
350e0040,Halsted / Sibley / 147th,29.83622222,IL 1 / HALSTED ST,15442-15441-1,15442,15441,105.804304929,15442.0,69,0
350e0055,Sibley / Des Plaines,18.5873226178,IL 83 / SIBLEY BLVD,15442-16018-1,15442,16018,632.420241033,15442.0,57,0
350e0075,Sibley/147th St. Metra Station,13.6365496053,IL 83 / SIBLEY BLVD,15442-16018-1,15442,16018,1799.79741932,15442.0,52,0
350e0080,Sibley / Wallace,22.0176344274,IL 83 / SIBLEY BLVD,15442-16018-1,15442,16018,2594.74312064,15442.0,60,0
350e0095,Sibley / La Salle / Markham,19.9970247405,IL 83 / SIBLEY BLVD,15442-16018-1,15442,16018,1098.4130389,16018.0,52,0
350e0110,Sibley / State,25.8514399035,IL 83 / SIBLEY BLVD,15442-16018-1,15442,16018,41.7551443094,16018.0,67,0
350e0120,Sibley / Michigan,29.8516375629,IL 83 / SIBLEY BLVD,16094-16018-1,16094,16018,606.690594023,16018.0,57,0
350e0130,Sibley / Indiana / State,27.3558006114,IL 83 / SIBLEY BLVD,16094-16176-1,16094,16176,153.622041018,16094.0,52,0
350e0145,Sibley / Chicago Rd.,18.8476154444,IL 83 / SIBLEY BLVD,16094-16176-1,16094,16176,62.2773267336,16176.0,53,0
350e0155,Sibley / Evers,29.0702393536,IL 83 / SIBLEY BLVD,16241-16176-1,16241,16176,618.353915346,16176.0,67,0
350e0165,Sibley / Irving,31.5659226562,IL 83 / SIBLEY BLVD,16241-16176-1,16241,16176,1278.40203598,16176.0,63,0
350e0175,Sibley / Langley,31.0890231777,IL 83 / SIBLEY BLVD,16241-16176-1,16241,16176,721.263741598,16241.0,60,0
350e0185,Sibley / Cottage Grove,24.1127601278,IL 83 / SIBLEY BLVD,16241-16176-1,16241,16176,94.7235234174,16241.0,52,0
350e0200,Sibley / Greenwood,20.8117952587,IL 83 / SIBLEY BLVD,16241-16259-1,16241,16259,292.278355341,16259.0,55,0
350e0220,Sibley / Woodlawn,21.6924396047,IL 83 / SIBLEY BLVD,16336-16259-1,16336,16259,1601.4795548,16259.0,57,0
350e0235,Sibley / Dorchester,22.5189762765,IL 83 / SIBLEY BLVD,16336-16259-1,16336,16259,345.853107377,16336.0,52,0
350e0240,Sibley / Michigan City Rd.,28.0226422557,IL 83 / SIBLEY BLVD,16336-16259-1,16336,16259,53.5571943088,16336.0,52,0
350e0250,Sibley / Madison,26.2094228745,IL 83 / SIBLEY BLVD,16393-16472-1,16393,16472,556.052125339,16393.0,60,0
350e0260,Sibley / Clyde,6.51571934158,IL 83 / SIBLEY BLVD,16393-16472-1,16393,16472,1292.09074533,16393.0,67,0
350e0270,Sibley / Paxton,2.94364778232,IL 83 / SIBLEY BLVD,16393-16472-1,16393,16472,1943.31868565,16393.0,63,0
350e0280,Sibley / Crandon,9.56784314285,IL 83 / SIBLEY BLVD,16393-16472-1,16393,16472,1858.35794431,16472.0,60,0
350e0290,Sibley / Yates,2.07158705665,IL 83 / SIBLEY BLVD,16393-16472-1,16393,16472,1218.66397304,16472.0,67,0
350e0300,Sibley / Calhoun,12.4060545049,IL 83 / SIBLEY BLVD,16393-16472-1,16393,16472,707.428818343,16472.0,60,0
350e0310,Sibley / Torrence,27.8541429175,SIBLEY BLVD,16472-16519-1,16472,16519,162.597592637,16472.0,71,0
350e0325,Sibley / Manistee,22.6625728406,SIBLEY BLVD,16472-16519-1,16472,16519,1105.44162258,16472.0,71,0
350e0335,Sibley / Escanaba,20.0609681134,SIBLEY BLVD,16472-16519-1,16472,16519,1788.22733123,16472.0,71,0
350e0345,Sibley / Campbell,12.1306314552,SIBLEY BLVD,16472-16519-1,16472,16519,1666.02919266,16519.0,71,0
350e0360,Sibley / Superior,17.6638756219,SIBLEY BLVD,16472-16519-1,16472,16519,63.4190093462,16519.0,71,0
350e0370,Sibley / Mackinaw,14.8221347837,SIBLEY BLVD,16547-16519-1,16547,16519,596.518436806,16519.0,71,0
350e0380,Sibley / Burnham,26.2733013854,SIBLEY BLVD,16547-16570-1,16547,16570,133.970760721,16547.0,71,0
350e0385,Sibley / Hirsch,14.3417249329,SIBLEY BLVD,16547-16570-1,16547,16570,289.224504442,16547.0,71,0
350e0390,Sibley / Price,15.7169555551,SIBLEY BLVD,16547-16570-1,16547,16570,604.183792728,16547.0,71,0
350e0395,Sibley / Gordon,13.1806069448,SIBLEY BLVD,16547-16570-1,16547,16570,374.58425763,16570.0,71,0
350e0400,Sibley / Freeland,4.8328478091,SIBLEY BLVD,16547-16570-1,16547,16570,52.8033153231,16570.0,71,0
350e0405,Sibley / Harrison,14.8522650327,SIBLEY BLVD,16570-16580-1,16570,16580,274.885516614,16570.0,71,0
350e0410,Sibley / Lincoln,8.83747617929,SIBLEY BLVD,16570-16580-1,16570,16580,699.902075947,16570.0,71,0
350e0415,Sibley / Wentworth,14.7233940511,SIBLEY BLVD,16570-16580-1,16570,16580,75.6619775049,16580.0,71,0
